host_t,n,gx,gy,gz,ax,ay,az,temp
452234.437156,121566,24,-19,-8,-380,-294,8259,-1912
452234.448966,121567,26,-24,-7,-372,-284,8260,-1912
452234.464173,121568,23,-25,-4,-367,-290,8256,-1920
452234.466290,121569,26,-17,-6,-373,-286,8251,-1920
452234.476176,121570,26,-22,-4,-363,-286,8262,-1914
452234.486462,121571,26,-20,-5,-375,-286,8243,-1914
452234.496352,121572,30,-24,-5,-368,-289,8242,-1918
452234.507087,121573,29,-22,-4,-374,-291,8247,-1918
452234.516631,121574,29,-21,-3,-368,-293,8245,-1912
452234.526278,121575,25,-23,-4,-359,-287,8250,-1912
452234.536144,121576,33,-24,-8,-364,-284,8247,-1918
452234.546131,121577,29,-24,-9,-363,-286,8251,-1908
452234.555339,121578,25,-31,-5,-365,-291,8260,-1908
452234.565311,121579,30,-25,-4,-373,-289,8254,-1924
452234.575629,121580,31,-26,-4,-368,-284,8240,-1924
452234.585868,121581,28,-22,-5,-383,-290,8244,-1916
452234.595291,121582,27,-24,-5,-370,-286,8248,-1916
452234.605273,121583,28,-21,-6,-372,-283,8248,-1914
452234.615217,121584,29,-29,-9,-372,-280,8243,-1914
452234.625218,121585,26,-25,-5,-384,-279,8254,-1918
452234.635154,121586,30,-29,-7,-365,-287,8251,-1918
452234.644545,121587,30,-28,-9,-364,-285,8247,-1914
452234.654352,121588,25,-20,-7,-373,-285,8252,-1908
452234.666171,121589,29,-23,-10,-374,-288,8247,-1908
452234.674358,121590,26,-28,-4,-361,-276,8246,-1908
452234.684318,121591,28,-21,-8,-378,-289,8253,-1908
452234.694276,121592,27,-21,-4,-358,-287,8244,-1918
452234.704233,121593,23,-24,-7,-368,-291,8254,-1918
452234.714253,121594,28,-23,-5,-372,-288,8250,-1918
452234.724132,121595,26,-24,-9,-360,-284,8244,-1918
452234.734127,121596,25,-24,-5,-367,-287,8247,-1918
452234.743417,121597,24,-28,-6,-376,-285,8248,-1918
452234.753395,121598,29,-29,-2,-369,-289,8250,-1916
452234.763341,121599,29,-29,-8,-370,-294,8259,-1918
452234.773339,121600,28,-26,-4,-371,-289,8250,-1918
452234.783278,121601,31,-23,-8,-374,-286,8250,-1914
452234.793235,121602,30,-22,-7,-379,-283,8260,-1914
452234.806197,121603,25,-25,-5,-362,-285,8258,-1918
452234.813142,121604,28,-23,-7,-376,-281,8260,-1918
452234.823125,121605,32,-24,-9,-367,-288,8257,-1914
452234.832283,121606,28,-22,-8,-377,-292,8252,-1914
452234.842229,121607,28,-22,-6,-359,-290,8263,-1916
452234.852379,121608,31,-22,-7,-372,-283,8256,-1916
452234.862313,121609,29,-25,-2,-366,-286,8252,-1920
452234.872306,121610,27,-26,-8,-367,-286,8257,-1920
452234.882248,121611,28,-23,-4,-365,-294,8258,-1920
452234.892227,121612,24,-25,-12,-371,-296,8258,-1918
452234.902175,121613,28,-23,-6,-361,-289,8254,-1918
452234.912355,121614,19,-22,-6,-367,-281,8248,-1914
452234.921322,121615,27,-29,-5,-360,-286,8238,-1914
452234.933446,121616,20,-23,-4,-370,-282,8254,-1908
452234.941371,121617,32,-24,-7,-379,-289,8257,-1908
452234.951316,121618,26,-25,-5,-368,-285,8262,-1912
452234.961197,121619,32,-21,-5,-381,-284,8244,-1912
452234.971251,121620,26,-24,-10,-365,-283,8257,-1920
452234.981189,121621,20,-20,-9,-373,-286,8253,-1920
452234.991242,121622,29,-25,-8,-372,-293,8253,-1914
452235.000363,121623,30,-21,-1,-381,-290,8246,-1914
452235.011141,121624,25,-25,-4,-372,-282,8252,-1914
452235.020295,121625,23,-25,0,-374,-294,8244,-1916
452235.030223,121626,28,-23,-8,-369,-291,8254,-1916
452235.040373,121627,29,-22,-10,-371,-296,8252,-1916
452235.050290,121628,30,-21,-11,-373,-291,8254,-1916
452235.060220,121629,24,-27,-8,-375,-277,8248,-1910
452235.070179,121630,28,-21,-7,-372,-278,8253,-1910
452235.080146,121631,23,-24,-3,-373,-292,8258,-1914
452235.089476,121632,27,-23,-7,-377,-295,8257,-1914
452235.099444,121633,30,-24,-7,-370,-295,8245,-1918
452235.109370,121634,26,-26,-8,-383,-287,8254,-1916
452235.119403,121635,26,-23,-6,-378,-286,8250,-1916
452235.129300,121636,30,-20,-3,-370,-288,8254,-1916
452235.139283,121637,27,-19,-7,-372,-285,8257,-1916
452235.149454,121638,31,-26,-6,-374,-290,8250,-1916
452235.159212,121639,26,-24,-4,-368,-288,8240,-1916
452235.169223,121640,26,-24,-7,-370,-290,8257,-1922
452235.178464,121641,26,-27,-6,-362,-280,8254,-1922
452235.188242,121642,36,-24,-6,-369,-291,8246,-1918
452235.200271,121643,28,-27,-4,-372,-291,8252,-1918
452235.208338,121644,24,-23,-3,-373,-284,8247,-1914
452235.218294,121645,21,-18,-6,-367,-292,8257,-1914
452235.228274,121646,25,-27,-5,-365,-286,8255,-1914
452235.238149,121647,30,-24,-6,-373,-285,8259,-1918
452235.248219,121648,23,-24,-6,-377,-279,8252,-1918
452235.258189,121649,21,-24,-5,-369,-293,8239,-1912
452235.268573,121650,29,-22,-4,-379,-288,8255,-1912
452235.277420,121651,24,-27,-4,-365,-286,8258,-1912
452235.287403,121652,28,-23,-2,-374,-288,8251,-1912
452235.297372,121653,31,-23,-12,-372,-290,8252,-1912
452235.307314,121654,21,-27,-6,-368,-290,8243,-1912
452235.317245,121655,31,-23,-6,-378,-290,8256,-1916
452235.327225,121656,25,-21,-4,-370,-282,8257,-1916
452235.337212,121657,25,-21,-9,-372,-289,8252,-1918
452235.347145,121658,25,-24,-7,-364,-287,8252,-1916
452235.356430,121659,24,-19,2,-366,-285,8236,-1916
452235.366376,121660,30,-30,-6,-372,-289,8249,-1916
452235.376351,121661,26,-27,-3,-376,-286,8244,-1916
452235.386355,121662,26,-22,-7,-376,-300,8256,-1914
452235.397942,121663,28,-23,-8,-373,-285,8257,-1914
452235.406195,121664,30,-22,-6,-374,-284,8255,-1916
452235.416154,121665,31,-22,-5,-382,-284,8263,-1916
452235.426173,121666,23,-25,-7,-364,-293,8254,-1916
452235.435350,121667,26,-20,-7,-380,-291,8246,-1916
452235.445275,121668,23,-29,-9,-374,-285,8246,-1918
452235.455473,121669,29,-24,-5,-364,-284,8255,-1914
452235.465353,121670,26,-23,-3,-371,-278,8257,-1914
452235.475298,121671,28,-28,-7,-370,-284,8242,-1916
452235.485290,121672,29,-24,-5,-376,-277,8254,-1916
452235.495228,121673,26,-23,-6,-369,-282,8254,-1912
452235.505218,121674,30,-23,-9,-378,-290,8250,-1912
452235.515160,121675,29,-27,-7,-372,-287,8251,-1920
452235.524470,121676,27,-26,-6,-369,-284,8257,-1920
452235.534414,121677,26,-22,-11,-371,-284,8254,-1914
452235.544373,121678,34,-23,-4,-372,-293,8252,-1914
452235.554319,121679,26,-20,-8,-363,-290,8261,-1916
452235.564297,121680,25,-25,-6,-371,-295,8243,-1916
452235.574289,121681,33,-29,-10,-373,-296,8246,-1916
452235.584215,121682,26,-22,-2,-383,-281,8247,-1912
452235.594865,121683,22,-25,-4,-374,-287,8246,-1912
452235.604227,121684,29,-27,-3,-373,-283,8257,-1914
452235.613441,121685,27,-26,-8,-374,-280,8251,-1914
452235.623423,121686,30,-22,-5,-365,-291,8248,-1920
452235.633242,121687,30,-23,-10,-377,-283,8250,-1920
452235.643371,121688,25,-22,-10,-362,-299,8248,-1912
452235.653310,121689,28,-25,-6,-369,-282,8259,-1912
452235.664486,121690,26,-30,-5,-381,-292,8250,-1918
452235.673218,121691,30,-21,-8,-371,-289,8258,-1910
452235.683190,121692,30,-23,-6,-371,-290,8252,-1910
452235.693161,121693,32,-26,-4,-368,-289,8259,-1916
452235.702456,121694,25,-27,-5,-370,-290,8251,-1916
452235.712394,121695,25,-24,-6,-356,-281,8252,-1914
452235.723009,121696,31,-22,-5,-375,-282,8253,-1914
452235.733214,121697,27,-21,-6,-380,-288,8256,-1920
452235.742286,121698,29,-21,-8,-364,-292,8258,-1920
452235.752250,121699,30,-27,-7,-379,-286,8264,-1916
452235.762232,121700,31,-23,-4,-380,-289,8259,-1916
452235.772178,121701,21,-23,-4,-373,-287,8250,-1912
452235.782123,121702,29,-20,-8,-375,-280,8238,-1912
452235.792314,121703,23,-27,-4,-370,-293,8246,-1920
452235.801414,121704,27,-25,-10,-368,-276,8240,-1916
452235.811335,121705,27,-27,-9,-361,-298,8253,-1916
452235.821297,121706,27,-25,-7,-369,-279,8244,-1910
452235.831196,121707,29,-23,-10,-371,-289,8249,-1910
452235.841243,121708,27,-22,-4,-382,-284,8252,-1914
452235.852375,121709,26,-26,-5,-376,-284,8258,-1914
452235.861661,121710,23,-26,-5,-362,-284,8249,-1918
452235.870428,121711,28,-28,-8,-369,-286,8243,-1918
452235.880415,121712,29,-24,-5,-370,-287,8252,-1916
452235.890375,121713,31,-22,-6,-371,-283,8252,-1916
452235.900321,121714,30,-26,-7,-374,-278,8247,-1920
452235.910288,121715,25,-24,-11,-364,-292,8250,-1914
452235.920369,121716,26,-29,-4,-374,-285,8251,-1914
452235.930644,121717,30,-24,-8,-383,-275,8250,-1918
452235.940214,121718,29,-21,-2,-379,-286,8259,-1918
452235.950445,121719,29,-25,-10,-373,-287,8266,-1912
452235.959415,121720,29,-26,-5,-375,-285,8248,-1912
452235.969401,121721,28,-19,-7,-373,-281,8252,-1908
452235.979365,121722,26,-22,-5,-381,-284,8259,-1908
452235.990033,121723,25,-22,-9,-377,-289,8251,-1920
452235.999288,121724,28,-24,-4,-373,-285,8254,-1920
452236.009163,121725,33,-23,-9,-366,-287,8251,-1922
452236.019221,121726,34,-22,-10,-358,-276,8247,-1920
452236.029181,121727,27,-24,-6,-370,-292,8246,-1920
452236.039141,121728,27,-25,-11,-366,-283,8255,-1910
452236.051478,121729,25,-19,-5,-369,-288,8241,-1910
452236.058405,121730,21,-28,-5,-370,-286,8243,-1912
452236.068342,121731,30,-20,-3,-367,-291,8247,-1912
452236.078307,121732,25,-23,-6,-366,-290,8246,-1918
452236.088270,121733,27,-26,-8,-364,-273,8245,-1918
452236.098226,121734,26,-26,-4,-368,-283,8241,-1914
452236.108217,121735,24,-22,-3,-357,-286,8247,-1914
452236.118197,121736,26,-26,-9,-366,-286,8254,-1918
452236.127456,121737,23,-19,-3,-376,-287,8255,-1916
452236.137434,121738,23,-24,-9,-370,-289,8258,-1916
452236.147381,121739,25,-25,-5,-358,-282,8254,-1916
452236.157353,121740,27,-23,-5,-383,-284,8249,-1916
452236.167228,121741,29,-26,0,-383,-289,8242,-1922
452236.177404,121742,26,-27,-10,-361,-294,8237,-1922
452236.187259,121743,25,-27,-5,-376,-292,8257,-1914
452236.198072,121744,25,-20,-4,-367,-280,8246,-1914
452236.207360,121745,30,-29,-8,-374,-286,8249,-1916
452236.217150,121746,26,-21,-13,-376,-283,8248,-1916
452236.226406,121747,35,-24,-3,-375,-277,8251,-1912
452236.236394,121748,27,-27,-7,-380,-286,8247,-1912
452236.246591,121749,27,-25,-3,-365,-297,8252,-1916
452236.257564,121750,27,-23,-4,-367,-284,8244,-1920
452236.266243,121751,31,-24,1,-369,-286,8246,-1920
452236.276250,121752,24,-22,-8,-376,-282,8248,-1914
452236.286206,121753,31,-24,-4,-372,-290,8253,-1914
452236.296151,121754,31,-22,-5,-366,-284,8257,-1916
452236.305817,121755,27,-25,-4,-374,-298,8245,-1916
452236.315441,121756,30,-25,-5,-370,-288,8256,-1924
452236.325371,121757,26,-22,-8,-360,-286,8243,-1924
452236.335354,121758,27,-24,-6,-363,-296,8247,-1916
452236.345246,121759,29,-20,-5,-370,-278,8251,-1916
452236.355223,121760,29,-24,-6,-369,-291,8253,-1920
452236.365259,121761,34,-24,-13,-366,-290,8262,-1920
452236.375190,121762,31,-27,-6,-366,-287,8259,-1920
452236.385268,121763,23,-23,-7,-369,-291,8257,-1912
452236.394496,121764,28,-24,-9,-366,-283,8257,-1912
452236.404423,121765,26,-20,-9,-366,-293,8256,-1916
452236.414395,121766,25,-20,-3,-368,-290,8256,-1916
452236.424343,121767,26,-22,-9,-369,-297,8253,-1916
452236.434314,121768,28,-26,-8,-369,-294,8247,-1916
452236.444294,121769,26,-20,-12,-371,-287,8252,-1910
452236.454241,121770,23,-25,-1,-371,-292,8244,-1910
452236.465624,121771,28,-28,-7,-377,-285,8247,-1924
452236.474159,121772,29,-22,-4,-374,-281,8259,-1916
452236.484143,121773,27,-24,-7,-374,-284,8250,-1916
452236.493426,121774,26,-24,-9,-366,-283,8247,-1918
452236.503409,121775,24,-26,-5,-376,-274,8253,-1918
452236.513357,121776,27,-28,-1,-375,-286,8247,-1922
452236.523390,121777,25,-29,-5,-370,-296,8256,-1922
452236.534100,121778,29,-24,-3,-367,-289,8244,-1918
452236.543239,121779,27,-23,-9,-372,-288,8255,-1918
452236.553233,121780,31,-28,-4,-372,-286,8255,-1922
452236.563214,121781,27,-26,-5,-364,-284,8246,-1922
452236.573124,121782,24,-28,-7,-378,-298,8249,-1918
452236.582257,121783,30,-21,-7,-378,-288,8260,-1916
452236.592301,121784,25,-27,-5,-371,-290,8268,-1916
452236.602378,121785,20,-23,-11,-372,-292,8251,-1914
452236.612728,121786,23,-22,-5,-380,-287,8251,-1914
452236.622282,121787,27,-20,-5,-371,-294,8249,-1916
452236.632169,121788,23,-26,-12,-371,-292,8249,-1916
452236.642239,121789,22,-22,-9,-369,-286,8255,-1914
452236.652195,121790,25,-24,-5,-370,-298,8254,-1914
452236.662130,121791,23,-26,-2,-374,-282,8254,-1918
452236.671258,121792,25,-22,-9,-368,-285,8253,-1918
452236.681393,121793,23,-24,-8,-378,-286,8253,-1912
452236.691367,121794,28,-21,-4,-372,-290,8246,-1912
452236.701322,121795,27,-21,-6,-357,-297,8252,-1914
452236.711285,121796,27,-24,-6,-364,-280,8253,-1914
452236.721657,121797,32,-21,-4,-366,-284,8252,-1914
452236.731222,121798,30,-29,-11,-370,-286,8251,-1918
452236.741170,121799,25,-24,-3,-374,-287,8248,-1918
452236.751138,121800,26,-23,-5,-374,-282,8247,-1920
452236.760669,121801,26,-21,-6,-373,-277,8246,-1920
452236.770454,121802,29,-23,-7,-375,-289,8250,-1912
452236.780342,121803,21,-23,-7,-365,-282,8254,-1912
452236.790301,121804,27,-22,-8,-366,-288,8252,-1916
452236.800298,121805,32,-27,-6,-378,-288,8250,-1916
452236.810245,121806,28,-24,-10,-361,-283,8247,-1910
452236.820220,121807,23,-25,-4,-370,-288,8249,-1916
452236.830160,121808,21,-26,-5,-362,-276,8251,-1916
452236.839463,121809,28,-28,-4,-375,-285,8254,-1918
452236.849421,121810,26,-22,-7,-370,-286,8246,-1918
452236.859364,121811,29,-23,-5,-378,-291,8246,-1924
452236.869188,121812,27,-28,-11,-375,-283,8240,-1924
452236.879191,121813,33,-23,-4,-367,-277,8256,-1918
452236.889253,121814,29,-25,-8,-362,-286,8255,-1918
452236.899218,121815,32,-20,-7,-373,-284,8257,-1914
452236.909250,121816,32,-22,-8,-378,-280,8248,-1914
452236.919182,121817,26,-27,-7,-377,-296,8249,-1916
452236.929710,121818,25,-26,-6,-375,-287,8248,-1912
452236.938413,121819,28,-25,-5,-373,-279,8263,-1912
452236.948359,121820,30,-26,-2,-368,-286,8250,-1918
452236.958331,121821,28,-22,-7,-372,-286,8241,-1918
452236.968281,121822,29,-25,-6,-374,-284,8255,-1908
452236.978254,121823,24,-21,-7,-366,-292,8249,-1908
452236.988237,121824,30,-22,-7,-380,-287,8240,-1908
452236.998169,121825,25,-24,-8,-369,-283,8245,-1908
452237.008156,121826,27,-27,-12,-375,-296,8254,-1912
452237.017434,121827,26,-25,-8,-372,-297,8254,-1912
452237.027408,121828,27,-22,-5,-373,-293,8247,-1918
452237.037497,121829,25,-19,-7,-363,-285,8242,-1912
452237.047332,121830,24,-25,-2,-371,-285,8252,-1912
452237.057304,121831,26,-20,-9,-361,-287,8252,-1920
452237.067249,121832,26,-26,-15,-369,-289,8249,-1920
452237.077227,121833,28,-27,-6,-381,-285,8248,-1918
452237.087224,121834,25,-21,-7,-370,-296,8247,-1918
452237.097183,121835,30,-22,-4,-367,-283,8257,-1914
452237.106435,121836,29,-27,-4,-376,-281,8248,-1914
452237.116980,121837,29,-25,-6,-377,-289,8249,-1912
452237.127586,121838,25,-23,-5,-382,-289,8258,-1912
452237.136211,121839,28,-19,-8,-380,-288,8250,-1916
452237.146284,121840,31,-21,-9,-369,-286,8251,-1916
452237.156277,121841,27,-23,-7,-368,-289,8241,-1910
452237.166222,121842,19,-24,-5,-375,-293,8239,-1916
452237.176195,121843,24,-23,-10,-371,-286,8246,-1916
452237.186143,121844,23,-23,-8,-367,-288,8240,-1914
452237.197074,121845,32,-21,-6,-371,-292,8251,-1914
452237.205392,121846,28,-22,-6,-365,-279,8256,-1910
452237.215659,121847,29,-26,-8,-374,-294,8252,-1910
452237.227333,121848,28,-23,-9,-378,-286,8253,-1926
452237.235217,121849,17,-24,-2,-380,-291,8254,-1926
452237.245273,121850,26,-25,-8,-371,-279,8241,-1922
452237.255796,121851,27,-24,-7,-377,-287,8234,-1922
452237.266773,121852,28,-20,-6,-371,-279,8254,-1916
452237.274526,121853,27,-27,-5,-369,-284,8254,-1918
452237.284415,121854,27,-26,-8,-370,-291,8254,-1918
452237.294388,121855,28,-26,-6,-368,-280,8253,-1926
452237.304364,121856,26,-28,-9,-381,-300,8249,-1926
452237.314203,121857,29,-27,-7,-362,-289,8256,-1922
452237.324395,121858,29,-27,-4,-370,-279,8253,-1922
452237.334239,121859,29,-20,-8,-366,-280,8252,-1914
452237.344210,121860,24,-26,-4,-380,-288,8242,-1914
452237.354140,121861,28,-24,-8,-373,-278,8258,-1916
452237.363437,121862,26,-27,-6,-369,-283,8250,-1916
452237.373404,121863,29,-25,-3,-366,-286,8257,-1918
452237.383385,121864,27,-26,-2,-365,-287,8246,-1918
452237.395693,121865,30,-28,-3,-373,-284,8253,-1918
452237.403203,121866,29,-24,-8,-372,-291,8256,-1922
452237.413254,121867,29,-20,-8,-369,-286,8253,-1922
452237.423226,121868,34,-25,-3,-363,-287,8258,-1914
452237.433180,121869,22,-27,-11,-366,-283,8248,-1914
452237.443127,121870,21,-25,-7,-373,-282,8248,-1914
452237.452845,121871,30,-24,-8,-368,-289,8251,-1914
452237.462597,121872,27,-22,-5,-377,-284,8250,-1916
452237.472563,121873,27,-20,-5,-365,-284,8253,-1916
452237.482195,121874,27,-27,-4,-369,-280,8253,-1914
452237.492252,121875,27,-21,-8,-373,-289,8251,-1914
452237.503740,121876,26,-29,0,-366,-290,8249,-1914
452237.512687,121877,31,-21,-5,-366,-293,8249,-1918
452237.526036,121878,28,-26,-9,-365,-289,8262,-1918
452237.531247,121879,30,-23,-4,-363,-288,8246,-1912
452237.542872,121880,27,-21,-7,-374,-294,8242,-1912
452237.551349,121881,26,-22,-8,-369,-284,8254,-1910
452237.561175,121882,26,-25,-4,-361,-289,8254,-1910
452237.571166,121883,29,-21,-5,-371,-284,8259,-1918
452237.581449,121884,27,-24,-5,-374,-278,8249,-1918
452237.591231,121885,28,-20,-5,-369,-281,8252,-1920
452237.601193,121886,30,-23,-8,-372,-280,8258,-1920
452237.611144,121887,26,-25,-6,-369,-278,8245,-1922
452237.620421,121888,21,-23,-10,-373,-284,8255,-1912
452237.630388,121889,25,-22,-2,-368,-280,8256,-1912
452237.640212,121890,26,-23,-6,-366,-288,8243,-1916
452237.652086,121891,26,-24,-7,-367,-295,8247,-1916
452237.660261,121892,26,-27,-5,-366,-280,8242,-1914
452237.670225,121893,26,-18,-7,-372,-288,8250,-1914
452237.680201,121894,29,-24,-7,-369,-291,8253,-1916
452237.690163,121895,29,-28,-2,-374,-281,8251,-1916
452237.699437,121896,28,-24,-6,-375,-287,8257,-1916
452237.709597,121897,26,-23,-5,-368,-285,8249,-1916
452237.719851,121898,28,-25,-6,-375,-286,8252,-1914
452237.729355,121899,31,-25,-12,-366,-288,8245,-1918
452237.739291,121900,23,-27,-8,-369,-291,8253,-1918
452237.749248,121901,21,-23,-5,-367,-281,8252,-1918
452237.759223,121902,27,-20,-3,-370,-289,8243,-1918
452237.769199,121903,25,-27,-8,-368,-291,8255,-1914
452237.779175,121904,28,-25,-8,-371,-286,8252,-1914
452237.788437,121905,26,-28,-7,-367,-286,8250,-1920
452237.798426,121906,29,-23,-10,-364,-289,8248,-1920
452237.808374,121907,23,-23,-5,-377,-288,8244,-1918
452237.818344,121908,31,-23,-5,-367,-281,8250,-1918
452237.829105,121909,24,-23,-5,-369,-291,8250,-1924
452237.838770,121910,28,-24,-12,-367,-280,8261,-1912
452237.848202,121911,28,-27,3,-369,-284,8244,-1912
452237.858158,121912,29,-23,-6,-373,-282,8255,-1918
452237.869418,121913,28,-20,-7,-371,-282,8259,-1918
452237.877430,121914,30,-20,-5,-374,-283,8252,-1912
452237.887394,121915,25,-27,-9,-370,-289,8254,-1912
452237.897391,121916,23,-21,-2,-362,-296,8265,-1916
452237.907335,121917,37,-23,-10,-368,-284,8258,-1916
452237.917311,121918,31,-27,-1,-364,-296,8247,-1916
452237.928870,121919,30,-26,-9,-366,-291,8244,-1916
452237.937219,121920,25,-21,-6,-371,-289,8253,-1906
452237.947174,121921,24,-21,-12,-366,-284,8252,-1906
452237.956427,121922,29,-23,-1,-365,-282,8258,-1918
452237.966555,121923,30,-23,-3,-364,-290,8255,-1924
452237.976388,121924,27,-27,-7,-364,-287,8246,-1924
452237.986316,121925,29,-24,-2,-380,-291,8247,-1922
452237.996322,121926,28,-27,-9,-361,-287,8249,-1922
452238.006170,121927,24,-18,-3,-380,-294,8239,-1918
452238.016232,121928,27,-22,-6,-375,-283,8248,-1918
452238.026204,121929,27,-28,-10,-377,-283,8248,-1918
452238.036469,121930,26,-22,-10,-369,-284,8249,-1918
452238.045237,121931,26,-27,-5,-375,-288,8250,-1914
452238.055537,121932,31,-25,-6,-367,-284,8254,-1914
452238.065286,121933,35,-24,-8,-379,-287,8248,-1914
452238.075226,121934,22,-27,-5,-369,-286,8257,-1918
452238.085158,121935,26,-28,-3,-374,-281,8257,-1918
452238.095245,121936,24,-25,-5,-377,-281,8247,-1920
452238.105153,121937,24,-29,-7,-380,-287,8255,-1920
452238.115307,121938,28,-23,-7,-377,-287,8254,-1922
452238.125203,121939,27,-23,-4,-368,-278,8238,-1922
452238.134269,121940,26,-21,-5,-361,-290,8253,-1916
452238.144269,121941,27,-22,-9,-369,-290,8255,-1916
452238.155180,121942,25,-24,-7,-368,-292,8256,-1916
452238.164385,121943,25,-22,-3,-369,-281,8257,-1916
452238.174208,121944,29,-29,-8,-368,-290,8251,-1916
452238.184355,121945,32,-25,-2,-382,-287,8245,-1918
452238.194151,121946,30,-24,-4,-358,-292,8240,-1918
452238.204146,121947,25,-22,-10,-376,-287,8249,-1914
452238.213459,121948,25,-27,-7,-367,-288,8249,-1914
452238.223528,121949,25,-24,-9,-367,-285,8244,-1912
452238.233358,121950,23,-25,-6,-375,-284,8246,-1912
452238.243223,121951,30,-24,-6,-370,-294,8254,-1920
452238.253442,121952,26,-24,-5,-373,-292,8264,-1920
452238.263260,121953,32,-25,-1,-372,-288,8248,-1922
452238.273224,121954,26,-24,-5,-372,-288,8252,-1922
452238.283126,121955,30,-21,-5,-376,-288,8250,-1914
452238.293138,121956,30,-21,-7,-367,-297,8259,-1918
452238.302457,121957,30,-27,-7,-367,-286,8245,-1918
452238.312243,121958,27,-23,-8,-379,-296,8251,-1916
452238.322804,121959,24,-25,-6,-375,-278,8252,-1916
452238.332332,121960,26,-25,-3,-366,-291,8249,-1918
452238.342277,121961,26,-24,-6,-367,-287,8254,-1918
452238.352245,121962,28,-26,-8,-379,-293,8250,-1914
452238.362171,121963,28,-20,-6,-371,-288,8242,-1914
452238.372377,121964,26,-25,-9,-369,-283,8243,-1914
452238.382102,121965,26,-23,-3,-368,-297,8252,-1914
452238.391392,121966,25,-28,-7,-372,-289,8253,-1912
452238.401237,121967,26,-25,-7,-367,-291,8250,-1912
452238.411228,121968,24,-26,-9,-368,-284,8263,-1916
452238.422032,121969,25,-27,-6,-374,-287,8246,-1914
452238.431314,121970,29,-25,-5,-368,-284,8253,-1914
452238.443327,121971,28,-21,-6,-369,-287,8244,-1918
452238.451237,121972,31,-26,-7,-366,-295,8239,-1918
452238.461132,121973,26,-22,-8,-374,-284,8248,-1916
452238.471095,121974,24,-25,-6,-369,-285,8264,-1916
452238.480286,121975,31,-22,-7,-369,-281,8254,-1918
452238.491090,121976,29,-21,-5,-368,-273,8256,-1918
452238.500366,121977,25,-26,-12,-378,-286,8258,-1918
452238.511004,121978,32,-24,-7,-373,-291,8246,-1918
452238.520719,121979,28,-21,-7,-363,-292,8246,-1912
452238.534641,121980,23,-24,-4,-375,-290,8252,-1914
452238.540493,121981,27,-25,-5,-379,-281,8261,-1914
452238.550134,121982,26,-25,-8,-370,-292,8239,-1916
452238.560657,121983,27,-24,-7,-382,-281,8253,-1916
452238.569612,121984,34,-21,-1,-375,-288,8236,-1916
452238.579406,121985,30,-24,-1,-370,-285,8262,-1916
452238.594005,121986,25,-24,-9,-374,-283,8257,-1916
452238.603217,121987,25,-24,-6,-369,-295,8255,-1916
452238.609181,121988,29,-28,-8,-367,-295,8259,-1916
452238.619220,121989,29,-25,-8,-365,-295,8245,-1916
452238.629134,121990,32,-23,-9,-372,-292,8254,-1912
452238.640370,121991,30,-23,-5,-370,-289,8252,-1914
452238.650136,121992,29,-27,-8,-360,-284,8249,-1914
452238.661967,121993,27,-25,-6,-362,-290,8260,-1914
452238.668226,121994,32,-24,-7,-360,-291,8253,-1914
452238.678194,121995,31,-27,-5,-370,-284,8250,-1916
452238.688246,121996,25,-25,-8,-376,-293,8262,-1916
452238.698213,121997,25,-25,-2,-367,-286,8254,-1918
452238.708840,121998,22,-26,-6,-377,-283,8261,-1918
452238.724389,121999,26,-22,-6,-371,-288,8246,-1918
452238.728936,122000,27,-23,-5,-373,-297,8231,-1918
452238.737343,122001,28,-23,-8,-367,-282,8264,-1920
452238.747221,122002,26,-23,-13,-369,-283,8262,-1918
452238.757407,122003,30,-26,-3,-362,-290,8252,-1918
452238.767271,122004,24,-23,-5,-378,-288,8250,-1914
452238.777369,122005,33,-23,-6,-368,-289,8254,-1914
452238.791627,122006,30,-25,-5,-365,-284,8251,-1920
452238.800013,122007,31,-31,-9,-374,-284,8257,-1920
452238.807249,122008,29,-18,-8,-371,-284,8259,-1914
452238.817448,122009,32,-23,-7,-371,-290,8253,-1914
452238.826502,122010,32,-23,-10,-375,-283,8262,-1920
452238.836247,122011,29,-23,-6,-374,-285,8253,-1920
452238.847903,122012,31,-22,-4,-368,-282,8253,-1920
452238.862292,122013,29,-24,-5,-375,-295,8252,-1920
452238.866171,122014,30,-23,-6,-360,-294,8246,-1914
452238.876264,122015,19,-22,-10,-361,-279,8253,-1914
452238.886221,122016,28,-21,-9,-377,-291,8244,-1914
452238.896950,122017,26,-25,-10,-371,-286,8255,-1920
452238.906303,122018,28,-23,-3,-373,-286,8250,-1920
452238.920016,122019,27,-24,-8,-371,-288,8247,-1910
452238.925224,122020,33,-22,-1,-380,-293,8255,-1910
452238.935234,122021,28,-25,-3,-370,-287,8246,-1910
452238.945275,122022,24,-22,-6,-369,-286,8253,-1910
452238.958758,122023,28,-22,-7,-365,-294,8248,-1920
452238.965197,122024,27,-23,-5,-365,-292,8253,-1920
452238.975170,122025,23,-27,-7,-367,-297,8253,-1920
452238.985660,122026,23,-23,-6,-367,-284,8259,-1920
452238.994403,122027,26,-24,-2,-378,-288,8248,-1920
452239.007916,122028,28,-22,-12,-378,-291,8246,-1918
452239.014378,122029,30,-24,-7,-378,-274,8245,-1918
452239.024293,122030,28,-23,-10,-363,-273,8258,-1922
452239.034227,122031,29,-24,-5,-370,-285,8241,-1922
